NPI,Payment_Type,Total_Payment_USDollars,Interaction
1982772430.0,Cash or cash equivalent,88010.0,1
1982767711.0,Cash or cash equivalent,13177.2,8
1982767406.0,Cash or cash equivalent,37702.03,6
1982760773.0,Cash or cash equivalent,6000.0,2
1982759577.0,Cash or cash equivalent,10023.8,1
1982759577.0,In-kind items and services,78852.18,1
1982759221.0,Cash or cash equivalent,14392.5,1
1982754925.0,Cash or cash equivalent,200924.32,5
1982754784.0,Cash or cash equivalent,19443.2,1
1982754107.0,Cash or cash equivalent,636.96,2
1982751053.0,Cash or cash equivalent,1666254.04,48
1982750667.0,Cash or cash equivalent,15196.98,1
1982749941.0,Cash or cash equivalent,3840.0,1
1982747796.0,Cash or cash equivalent,21825.0,3
1982743787.0,Cash or cash equivalent,5486.09,5
1982729422.0,Cash or cash equivalent,666894.89,6
1982729422.0,In-kind items and services,638053.4,3
1982729331.0,Cash or cash equivalent,101143.59000000001,3
1982729331.0,In-kind items and services,4598.45,1
1982727830.0,Cash or cash equivalent,29327.8,4
1982725032.0,Cash or cash equivalent,96301.51,1
1982725032.0,In-kind items and services,1099.37,2
1982724308.0,Cash or cash equivalent,15531.49,1
1982723508.0,Cash or cash equivalent,96822.9,17
1982723508.0,In-kind items and services,377.51,2
1982720199.0,Cash or cash equivalent,11500.0,1
1982719290.0,Cash or cash equivalent,882501.33,240
1982719290.0,In-kind items and services,1846.46,1
1982718631.0,Cash or cash equivalent,48600.0,2
1982718078.0,Cash or cash equivalent,2081.0,2
1982714887.0,Cash or cash equivalent,1029907.91,43
1982714887.0,In-kind items and services,970.9100000000001,2
1982713749.0,Cash or cash equivalent,24066.0,2
1982713053.0,Cash or cash equivalent,260153.99,24
1982713053.0,In-kind items and services,425.24,17
1982712840.0,Cash or cash equivalent,56031.08,3
1982708988.0,Cash or cash equivalent,9444.0,4
1982708558.0,Cash or cash equivalent,28791.0,1
1982707998.0,Cash or cash equivalent,392078.78,42
1982705331.0,Cash or cash equivalent,174931.16,1
1982705331.0,In-kind items and services,88145.29,1
1982704078.0,Cash or cash equivalent,18641.11,19
1982703898.0,Cash or cash equivalent,72.97,2
1982703898.0,In-kind items and services,170.35,1
1982703781.0,Cash or cash equivalent,121620.11,5
1982703781.0,In-kind items and services,41262.85,5
1982703492.0,Cash or cash equivalent,41666.0,1
1982702254.0,Cash or cash equivalent,14928.31,8
1982701595.0,Cash or cash equivalent,6005.0,1
1982701371.0,Cash or cash equivalent,1315.0,1
1982699682.0,Cash or cash equivalent,278660.0,86
1982699682.0,In-kind items and services,2956.94,1
1982699641.0,Cash or cash equivalent,709588.98,61
1982699641.0,In-kind items and services,4559.57,2
1982699484.0,Cash or cash equivalent,17336.35,1
1982699161.0,Cash or cash equivalent,4250.0,2
1982698627.0,Cash or cash equivalent,134740.0,3
1982698627.0,In-kind items and services,196680.0,5
1982698106.0,Cash or cash equivalent,57582.72,1
1982698106.0,In-kind items and services,2987524.06,1
1982696241.0,Cash or cash equivalent,45128.24,11
1982695086.0,Cash or cash equivalent,17188.0,1
1982695086.0,In-kind items and services,1578.09,1
1982694287.0,Cash or cash equivalent,245387.5,2
1982693719.0,Cash or cash equivalent,287329.5,15
1982693719.0,In-kind items and services,11242.16,11
1982693396.0,Cash or cash equivalent,37691.63,17
1982693313.0,Cash or cash equivalent,154259.0,39
1982693115.0,Cash or cash equivalent,180111.38,44
1982692851.0,Cash or cash equivalent,1898104.39,214
1982692851.0,In-kind items and services,111962.09999999999,6
1982692307.0,Cash or cash equivalent,2833053.69,8
1982692307.0,In-kind items and services,53.52,1
1982692083.0,Cash or cash equivalent,424280.0,3
1982692083.0,In-kind items and services,42650.869999999995,8
1982691648.0,Cash or cash equivalent,23349.3,7
1982690988.0,Cash or cash equivalent,124763.92,13
1982690988.0,In-kind items and services,5100.57,1
1982690939.0,Cash or cash equivalent,22001.48,3
1982689410.0,Cash or cash equivalent,53164.8,1
1982687190.0,Cash or cash equivalent,7458.9,8
1982686705.0,Cash or cash equivalent,11272.0,5
1982686622.0,Cash or cash equivalent,55910.3,3
1982686135.0,Cash or cash equivalent,125327.11,41
1982686135.0,In-kind items and services,1935.44,1
1982685640.0,Cash or cash equivalent,452073.72,13
1982685640.0,In-kind items and services,52745.61,6
1982684767.0,Cash or cash equivalent,312536.21,18
1982684767.0,In-kind items and services,3111.56,1
1982681755.0,Cash or cash equivalent,29980.9,10
1982681755.0,In-kind items and services,93285.72,1
1982680740.0,Cash or cash equivalent,622351.25,14
1982680740.0,In-kind items and services,6002.04,2
1982680583.0,Cash or cash equivalent,278525.93,78
1982680583.0,In-kind items and services,77996.73,3
1982680179.0,Cash or cash equivalent,19498.5,11
1982678934.0,Cash or cash equivalent,5780.65,3
1982678934.0,In-kind items and services,820.0,1
1982678595.0,Cash or cash equivalent,29380.0,6
1982677605.0,Cash or cash equivalent,3122.0,4
1982676904.0,Cash or cash equivalent,44137.3,7
1982676904.0,In-kind items and services,1194.44,1
1982674586.0,Cash or cash equivalent,7358.38,1
1982673364.0,Cash or cash equivalent,1600.0,2
1982671517.0,Cash or cash equivalent,146912.55,5
1982670535.0,Cash or cash equivalent,53189.01,7
1982670402.0,Cash or cash equivalent,179993.1,11
1982670279.0,Cash or cash equivalent,312810.0,43
1982669362.0,Cash or cash equivalent,23483.52,15
1982668752.0,Cash or cash equivalent,285164.61,42
1982668752.0,In-kind items and services,2986.2,2
1982667994.0,Cash or cash equivalent,698.1,1
1982666939.0,Cash or cash equivalent,175051.11,1
1982666012.0,Cash or cash equivalent,800.0,1
1982665154.0,Cash or cash equivalent,676830.42,245
1982665139.0,Cash or cash equivalent,56181.0,8
1982664645.0,Cash or cash equivalent,12000.0,6
1982664074.0,Cash or cash equivalent,42678.36,4
1982664033.0,Cash or cash equivalent,996360.7999999999,2
1982662961.0,In-kind items and services,322.0,1
1982662078.0,Cash or cash equivalent,70740.53,1
1982661989.0,Cash or cash equivalent,89724.0,8
1982660130.0,Cash or cash equivalent,7765.2,9
1982659017.0,Cash or cash equivalent,657304.99,58
1982659017.0,In-kind items and services,600.0,1
1982658738.0,Cash or cash equivalent,4937.95,1
1982657052.0,Cash or cash equivalent,316972.69,5
1982657003.0,Cash or cash equivalent,145.0,1
1982656450.0,Cash or cash equivalent,13068.0,4
1982655460.0,Cash or cash equivalent,26167.41,7
1982654141.0,Cash or cash equivalent,58729.0,25
1982654141.0,In-kind items and services,16466.76,1
1982654125.0,Cash or cash equivalent,350734.0,3
1982654125.0,In-kind items and services,2603.1,1
1982653713.0,Cash or cash equivalent,939496.23,202
1982653713.0,In-kind items and services,1212755.84,18
1982652848.0,Cash or cash equivalent,106811.0,32
1982652848.0,In-kind items and services,9711.0,1
1982652657.0,Cash or cash equivalent,31409.16,7
1982652657.0,In-kind items and services,1831.13,2
1982649182.0,Cash or cash equivalent,23866.92,1
1982648093.0,Cash or cash equivalent,162217.53,6
1982648093.0,In-kind items and services,598.68,1
1982648036.0,Cash or cash equivalent,21392.23,4
1982647582.0,Cash or cash equivalent,8345.0,1
1982647566.0,Cash or cash equivalent,23020.25,11
1982646923.0,Cash or cash equivalent,19619.14,8
1982646055.0,Cash or cash equivalent,162663.76,25
1982646055.0,In-kind items and services,92637.32,4
1982645206.0,Cash or cash equivalent,74835.0,15
1982644407.0,Cash or cash equivalent,523039.44,22
1982644407.0,In-kind items and services,95885.73,23
1982642526.0,Cash or cash equivalent,259318.68,79
1982642526.0,In-kind items and services,5447.47,1
1982641999.0,Cash or cash equivalent,49137.5,13
1982641361.0,Cash or cash equivalent,20648.1,6
1982639647.0,Cash or cash equivalent,51000.34,4
1982639480.0,Cash or cash equivalent,1363249.15,18
1982639480.0,In-kind items and services,3782.36,5
1982638292.0,Cash or cash equivalent,4550.0,1
1982637849.0,Cash or cash equivalent,42102.0,1
1982636973.0,Cash or cash equivalent,5475.0,2
1982635694.0,Cash or cash equivalent,37735.0,1
1982635694.0,In-kind items and services,797.11,1
1982633269.0,Cash or cash equivalent,23281.7,9
1982633269.0,In-kind items and services,499.2,1
1982632816.0,Cash or cash equivalent,1344.0,1
1982632089.0,Cash or cash equivalent,24323.1,11
1982631750.0,Cash or cash equivalent,56534.93,1
1982631750.0,In-kind items and services,6793.68,1
1982631644.0,Cash or cash equivalent,1132800.24,69
1982631644.0,In-kind items and services,25653.04,6
1982629879.0,Cash or cash equivalent,96218.91,2
1982629416.0,Cash or cash equivalent,429342.28,1
1982629408.0,Cash or cash equivalent,21176.24,30
1982628665.0,Cash or cash equivalent,9000.0,1
1982628137.0,Cash or cash equivalent,1200.0,2
1982627873.0,Cash or cash equivalent,14250.0,1
1982626370.0,Cash or cash equivalent,6644.0,2
1982622304.0,Cash or cash equivalent,6377.2,3
1982619359.0,Cash or cash equivalent,25049.63,9
1982619359.0,In-kind items and services,76084.3,3
1982617072.0,Cash or cash equivalent,2717.0,1
1982616884.0,Cash or cash equivalent,71595.64,1
1982616744.0,Cash or cash equivalent,96057.71,10
1982614921.0,Cash or cash equivalent,9198.0,1
1982612164.0,Cash or cash equivalent,162485.0,2
1982612040.0,Cash or cash equivalent,718205.01,83
1982612040.0,In-kind items and services,7608.89,5
1982610184.0,Cash or cash equivalent,11003.07,3
1982608717.0,Cash or cash equivalent,205164.1,21
1982608717.0,In-kind items and services,658.97,4
1982607750.0,Cash or cash equivalent,30681.0,6
1982606893.0,Cash or cash equivalent,444.5,1
1982606448.0,Cash or cash equivalent,25251.0,7
1982604898.0,Cash or cash equivalent,17043.0,4
1982604799.0,Cash or cash equivalent,308968.9,77
1982604237.0,Cash or cash equivalent,6170262.86,635
1982604237.0,In-kind items and services,8248.51,10
1982603973.0,Cash or cash equivalent,61721.44,11
1982603965.0,Cash or cash equivalent,35613.21,24
1982602975.0,Cash or cash equivalent,31068.25,6
1982602785.0,Cash or cash equivalent,106147.18,1
1982601159.0,Cash or cash equivalent,794908.79,232
1982601159.0,In-kind items and services,26918.95,4
1982600425.0,Cash or cash equivalent,53808.93,5
1982271086.0,In-kind items and services,131057.84999999999,7
1982221958.0,Cash or cash equivalent,11428342.0,18
1982221958.0,In-kind items and services,5125.34,5
1982196499.0,Cash or cash equivalent,7250.0,1
1982195905.0,Cash or cash equivalent,14508.0,1
1982165155.0,Cash or cash equivalent,380340.63,16
1982139655.0,Cash or cash equivalent,13470.79,5
1982120143.0,Cash or cash equivalent,450000.0,4
1982109849.0,Cash or cash equivalent,27454.3,1
1982109849.0,In-kind items and services,839.29,1
1982091674.0,Cash or cash equivalent,3500.0,1
1982090270.0,Cash or cash equivalent,117313.0,35
1982080602.0,Cash or cash equivalent,190503.0,1
1982080602.0,In-kind items and services,2998.61,3
1982069951.0,Cash or cash equivalent,74225.25,1
1982069951.0,In-kind items and services,478.41,1
1982067393.0,Cash or cash equivalent,17620.0,4
1982066726.0,Cash or cash equivalent,90000.0,1
1982055646.0,In-kind items and services,665.01,1
1982054433.0,Cash or cash equivalent,1280.0,1
1982051306.0,In-kind items and services,66420.48,2
1982051165.0,Cash or cash equivalent,3256.16,15
1982049573.0,Cash or cash equivalent,68293.36,4
1982047973.0,Cash or cash equivalent,1357929.25,44
1982047973.0,In-kind items and services,1004608.52,3
1982046868.0,Cash or cash equivalent,180912.53,5
1982046868.0,In-kind items and services,178628.57,37
1982045845.0,Cash or cash equivalent,57152.81,21
1982045571.0,Cash or cash equivalent,1889.4,7
1982043485.0,Cash or cash equivalent,96037.21,64
1982043089.0,Cash or cash equivalent,521444.68,57
1982043089.0,In-kind items and services,2040.0,2
1982041372.0,Cash or cash equivalent,96188.0,1
1982018834.0,Cash or cash equivalent,36853.0,8
1982018537.0,Cash or cash equivalent,11250.0,1
1982018537.0,In-kind items and services,23491.969999999998,2
1982015137.0,Cash or cash equivalent,54358.78,2
1982015137.0,In-kind items and services,76275.84,2
1982014874.0,Cash or cash equivalent,6833.0,1
1982013678.0,Cash or cash equivalent,8489.0,2
1972999316.0,Cash or cash equivalent,21807.0,49
1972999050.0,Cash or cash equivalent,102230.6,1
1972999050.0,In-kind items and services,5550.76,1
1972990182.0,Cash or cash equivalent,681786.84,16
1972987717.0,Cash or cash equivalent,146.7,1
1972986339.0,Cash or cash equivalent,35792.04,12
1972985737.0,Cash or cash equivalent,85254.0,1
1972985737.0,In-kind items and services,130355.85,1
1972985448.0,Cash or cash equivalent,1809002.84,51
1972982619.0,Cash or cash equivalent,900027.46,5
1972982619.0,In-kind items and services,14949.9,4
1972977098.0,Cash or cash equivalent,41102.8,9
1972967586.0,Cash or cash equivalent,18726.16,6
1972948453.0,Cash or cash equivalent,8476.75,3
1972944924.0,Cash or cash equivalent,18470.24,1
1972940989.0,Cash or cash equivalent,126751.54,27
1972940989.0,In-kind items and services,2970.11,1
1972933125.0,Cash or cash equivalent,1750.0,2
1972933125.0,In-kind items and services,429805.02,1
1972930998.0,Cash or cash equivalent,30250.0,2
1972926871.0,Cash or cash equivalent,3039507.79,89
1972926871.0,In-kind items and services,6687275.86,39
1972923944.0,Cash or cash equivalent,10850.0,2
1972923456.0,Cash or cash equivalent,1459.0,1
1972923290.0,Cash or cash equivalent,42560.52,1
1972922987.0,Cash or cash equivalent,81598.71,1
1972922730.0,Cash or cash equivalent,219653.75,66
1972921807.0,Cash or cash equivalent,99928.0,5
1972921799.0,Cash or cash equivalent,32200.25,5
1972921591.0,Cash or cash equivalent,106143.43,2
1972921088.0,Cash or cash equivalent,43093.4,1
1972919942.0,Cash or cash equivalent,39905.0,1
1972919942.0,In-kind items and services,41.55,1
1972917581.0,Cash or cash equivalent,535.0,1
1972898815.0,Cash or cash equivalent,262365.55,105
1972898815.0,In-kind items and services,6974.7,3
1972897908.0,Cash or cash equivalent,888102.89,260
1972897908.0,In-kind items and services,1573488.0,15
1972897585.0,Cash or cash equivalent,1514811.55,74
1972897270.0,Cash or cash equivalent,19404.03,5
1972896777.0,Cash or cash equivalent,984577.6,43
1972896777.0,In-kind items and services,246537.15,6
1972895373.0,Cash or cash equivalent,31733.0,2
1972895142.0,Cash or cash equivalent,55594.68,21
1972895092.0,Cash or cash equivalent,500.0,1
1972894376.0,Cash or cash equivalent,140151.1,43
1972892057.0,Cash or cash equivalent,59720.23,13
1972890853.0,Cash or cash equivalent,8575.0,1
1972883155.0,Cash or cash equivalent,30483.8,7
1972879484.0,Cash or cash equivalent,102148.13,5
1972879161.0,Cash or cash equivalent,27106.170000000002,7
1972879161.0,In-kind items and services,45.0,2
1972878148.0,Cash or cash equivalent,25072.76,2
1972869899.0,Cash or cash equivalent,209609.26,3
1972868644.0,Cash or cash equivalent,591280.9,64
1972868644.0,In-kind items and services,850.47,1
1972867752.0,Cash or cash equivalent,163070.94999999998,9
1972867406.0,In-kind items and services,842.11,3
1972867265.0,Cash or cash equivalent,78429.48999999999,3
1972867265.0,In-kind items and services,1859.12,2
1972863801.0,Cash or cash equivalent,115498.01,61
1972861680.0,Cash or cash equivalent,114912.3,21
1972861540.0,Cash or cash equivalent,26265.0,3
1972861300.0,Cash or cash equivalent,74880.7,4
1972860880.0,Cash or cash equivalent,2400.0,1
1972859767.0,Cash or cash equivalent,5048.0,2
1972856870.0,Cash or cash equivalent,1739.0,1
1972853695.0,Cash or cash equivalent,667822.7,4
1972839041.0,Cash or cash equivalent,3750.0,6
1972824787.0,Cash or cash equivalent,255313.85,26
1972824084.0,In-kind items and services,816336.0,1
1972823524.0,Cash or cash equivalent,10252.0,5
1972821593.0,Cash or cash equivalent,61602.2,3
1972820934.0,Cash or cash equivalent,56934.0,8
1972820934.0,In-kind items and services,1966.41,1
1972820058.0,Cash or cash equivalent,137645.0,5
1972815983.0,Cash or cash equivalent,7634.0,6
1972815967.0,Cash or cash equivalent,46439.0,1
1972815967.0,In-kind items and services,254.7,1
1972814374.0,Cash or cash equivalent,10000.0,1
1972814374.0,In-kind items and services,42984.0,1
1972811974.0,Cash or cash equivalent,302238.66,82
1972811974.0,In-kind items and services,1059.83,3
1972805414.0,Cash or cash equivalent,51295.54,10
1972805414.0,In-kind items and services,10896.96,3
1972803211.0,Cash or cash equivalent,194356.0,1
1972803211.0,In-kind items and services,1013.52,2
1972803161.0,Cash or cash equivalent,35768.0,9
1972798783.0,Cash or cash equivalent,890385.0700000001,17
1972798783.0,In-kind items and services,16081.8,1
1972797967.0,Cash or cash equivalent,270335.1,16
1972797967.0,In-kind items and services,392.21,1
1972796621.0,Cash or cash equivalent,384471.0,14
1972796381.0,Cash or cash equivalent,522431.56,81
1972796167.0,Cash or cash equivalent,186283.19,24
1972796167.0,In-kind items and services,856.35,3
1972793396.0,Cash or cash equivalent,384277.24,34
1972791895.0,Cash or cash equivalent,366443.24,12
1972790186.0,Cash or cash equivalent,136798.48,19
1972790186.0,In-kind items and services,3708.0,1
1972788644.0,Cash or cash equivalent,364709.67000000004,40
